datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
2/3/2022 5:00:00 AM,2/3/2022 12:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,43.26,46.270000,-0.050000,3.060000,True,1
2/3/2022 6:00:00 AM,2/3/2022 1:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.53,44.830000,0.460000,2.840000,True,1
2/3/2022 7:00:00 AM,2/3/2022 2:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.24,44.800000,0.430000,3.130000,True,1
2/3/2022 8:00:00 AM,2/3/2022 3:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.42,45.010000,0.510000,3.080000,True,1
2/3/2022 9:00:00 AM,2/3/2022 4:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.29,44.820000,0.680000,2.850000,True,1
2/3/2022 10:00:00 AM,2/3/2022 5:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,44.87,48.040000,0.050000,3.120000,True,1
2/3/2022 11:00:00 AM,2/3/2022 6:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,62.17,66.590000,0.090000,4.330000,True,1
2/3/2022 12:00:00 PM,2/3/2022 7:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,72.44,75.810000,-0.830000,4.200000,True,1
2/3/2022 1:00:00 PM,2/3/2022 8:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,60.01,62.430000,-1.110000,3.530000,True,1
2/3/2022 2:00:00 PM,2/3/2022 9:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,58.60,61.650000,-0.890000,3.940000,True,1
2/3/2022 3:00:00 PM,2/3/2022 10:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,63.42,67.020000,-0.800000,4.400000,True,1
2/3/2022 4:00:00 PM,2/3/2022 11:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,61.60,65.470000,-0.590000,4.460000,True,1
2/3/2022 5:00:00 PM,2/3/2022 12:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,59.95,63.730000,-0.530000,4.310000,True,1
2/3/2022 6:00:00 PM,2/3/2022 1:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,58.21,62.460000,-0.420000,4.670000,True,1
2/3/2022 7:00:00 PM,2/3/2022 2:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,56.13,60.660000,-0.180000,4.710000,True,1
2/3/2022 8:00:00 PM,2/3/2022 3:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,54.57,58.500000,-0.260000,4.190000,True,1
2/3/2022 9:00:00 PM,2/3/2022 4:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,56.08,59.290000,-0.530000,3.740000,True,1
2/3/2022 10:00:00 PM,2/3/2022 5:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,69.50,72.920000,-0.240000,3.660000,True,1
2/3/2022 11:00:00 PM,2/3/2022 6:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,69.75,73.120000,-0.410000,3.780000,True,1
