datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
2/6/2022 5:00:00 AM,2/6/2022 12:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,67.86,73.720000,2.140000,3.720000,True,1
2/6/2022 6:00:00 AM,2/6/2022 1:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,66.55,73.540000,3.420000,3.570000,True,1
2/6/2022 7:00:00 AM,2/6/2022 2:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,62.58,69.420000,3.180000,3.660000,True,1
2/6/2022 8:00:00 AM,2/6/2022 3:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,62.35,72.820000,6.740000,3.730000,True,1
2/6/2022 9:00:00 AM,2/6/2022 4:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,66.20,81.420000,11.410000,3.810000,True,1
2/6/2022 10:00:00 AM,2/6/2022 5:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,68.16,82.870000,10.910000,3.800000,True,1
2/6/2022 11:00:00 AM,2/6/2022 6:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,71.49,87.120000,11.620000,4.010000,True,1
2/6/2022 12:00:00 PM,2/6/2022 7:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,79.71,101.390000,16.590000,5.090000,True,1
2/6/2022 1:00:00 PM,2/6/2022 8:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,67.73,81.540000,9.140000,4.670000,True,1
2/6/2022 2:00:00 PM,2/6/2022 9:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,59.19,67.890000,4.420000,4.280000,True,1
2/6/2022 3:00:00 PM,2/6/2022 10:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,54.19,59.950000,1.630000,4.130000,True,1
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,48.32,52.160000,-0.090000,3.930000,True,1
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,45.86,49.390000,-0.130000,3.660000,True,1
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,43.38,46.830000,-0.080000,3.530000,True,1
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.86,45.130000,-0.030000,3.300000,True,1
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,42.90,46.270000,-0.120000,3.490000,True,1
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,50.81,57.130000,2.560000,3.760000,True,1
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,62.33,76.720000,10.160000,4.230000,True,1
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,68.94,79.730000,6.370000,4.420000,True,1
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,64.16,70.720000,2.270000,4.290000,True,1
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,63.63,68.850000,1.560000,3.660000,True,1
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,62.13,65.700000,-0.250000,3.820000,True,1
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,58.81,61.920000,-0.670000,3.780000,True,1
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,55.80,57.650000,-0.760000,2.610000,True,1
2/6/2022 5:00:00 AM,2/6/2022 12:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,67.86,73.720000,2.140000,3.720000,True,1
2/6/2022 6:00:00 AM,2/6/2022 1:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,66.55,73.540000,3.420000,3.570000,True,1
2/6/2022 7:00:00 AM,2/6/2022 2:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,62.58,69.420000,3.180000,3.660000,True,1
2/6/2022 8:00:00 AM,2/6/2022 3:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,62.35,72.820000,6.740000,3.730000,True,1
2/6/2022 9:00:00 AM,2/6/2022 4:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,66.20,81.420000,11.410000,3.810000,True,1
2/6/2022 10:00:00 AM,2/6/2022 5:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,68.16,82.870000,10.910000,3.800000,True,1
2/6/2022 11:00:00 AM,2/6/2022 6:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,71.49,87.120000,11.620000,4.010000,True,1
2/6/2022 12:00:00 PM,2/6/2022 7:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,79.71,101.390000,16.590000,5.090000,True,1
2/6/2022 1:00:00 PM,2/6/2022 8:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,67.73,81.540000,9.140000,4.670000,True,1
2/6/2022 2:00:00 PM,2/6/2022 9:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,59.19,67.890000,4.420000,4.280000,True,1
2/6/2022 3:00:00 PM,2/6/2022 10:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,54.19,59.950000,1.630000,4.130000,True,1
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,48.32,52.160000,-0.090000,3.930000,True,1
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,45.86,49.390000,-0.130000,3.660000,True,1
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,43.38,46.830000,-0.080000,3.530000,True,1
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,41.86,45.130000,-0.030000,3.300000,True,1
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,42.90,46.270000,-0.120000,3.490000,True,1
2/6/2022 9:00:00 PM,2/6/2022 4:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,50.81,57.130000,2.560000,3.760000,True,1
2/6/2022 10:00:00 PM,2/6/2022 5:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,62.33,76.720000,10.160000,4.230000,True,1
2/6/2022 11:00:00 PM,2/6/2022 6:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,68.94,79.730000,6.370000,4.420000,True,1
2/7/2022 12:00:00 AM,2/6/2022 7:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,64.16,70.720000,2.270000,4.290000,True,1
2/7/2022 1:00:00 AM,2/6/2022 8:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,63.63,68.850000,1.560000,3.660000,True,1
2/7/2022 2:00:00 AM,2/6/2022 9:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,62.13,65.700000,-0.250000,3.820000,True,1
2/7/2022 3:00:00 AM,2/6/2022 10:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,58.81,61.920000,-0.670000,3.780000,True,1
2/7/2022 4:00:00 AM,2/6/2022 11:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,55.80,57.650000,-0.760000,2.610000,True,1
2/6/2022 5:00:00 AM,2/6/2022 12:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,67.86,72.400000,0.440000,4.100000,True,1
2/6/2022 6:00:00 AM,2/6/2022 1:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,66.55,72.560000,1.960000,4.050000,True,1
2/6/2022 7:00:00 AM,2/6/2022 2:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,62.58,68.790000,2.020000,4.190000,True,1
2/6/2022 8:00:00 AM,2/6/2022 3:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,62.35,67.690000,1.060000,4.280000,True,1
2/6/2022 9:00:00 AM,2/6/2022 4:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,66.20,70.280000,-0.300000,4.380000,True,1
2/6/2022 10:00:00 AM,2/6/2022 5:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,68.16,71.980000,-0.670000,4.490000,True,1
2/6/2022 11:00:00 AM,2/6/2022 6:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,71.49,73.480000,-2.720000,4.710000,True,1
2/6/2022 12:00:00 PM,2/6/2022 7:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,79.71,83.670000,-1.930000,5.890000,True,1
2/6/2022 1:00:00 PM,2/6/2022 8:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,67.73,67.090000,-5.880000,5.240000,True,1
2/6/2022 2:00:00 PM,2/6/2022 9:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,59.19,59.890000,-3.950000,4.650000,True,1
2/6/2022 3:00:00 PM,2/6/2022 10:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,54.19,58.050000,-0.400000,4.260000,True,1
2/6/2022 4:00:00 PM,2/6/2022 11:00:00 AM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,48.32,52.870000,0.630000,3.920000,True,1
2/6/2022 5:00:00 PM,2/6/2022 12:00:00 PM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,45.86,50.060000,0.780000,3.420000,True,1
2/6/2022 6:00:00 PM,2/6/2022 1:00:00 PM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,43.38,47.400000,0.670000,3.350000,True,1
2/6/2022 7:00:00 PM,2/6/2022 2:00:00 PM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,41.86,45.370000,0.400000,3.110000,True,1
2/6/2022 8:00:00 PM,2/6/2022 3:00:00 PM,49066,BERWICK,69 KV,LOAD1,LOAD,PPL,42.90,46.470000,0.360000,3.210000,True,1
