datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
2/27/2022 5:00:00 AM,2/27/2022 12:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.46,40.570000,-0.330000,1.440000,True,1
2/27/2022 6:00:00 AM,2/27/2022 1:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.49,40.970000,-0.200000,1.680000,True,1
2/27/2022 7:00:00 AM,2/27/2022 2:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.59,41.230000,-0.350000,1.990000,True,1
2/27/2022 8:00:00 AM,2/27/2022 3:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.83,41.440000,-0.720000,2.330000,True,1
2/27/2022 9:00:00 AM,2/27/2022 4:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.56,41.290000,-0.440000,2.170000,True,1
2/27/2022 10:00:00 AM,2/27/2022 5:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.19,42.370000,-0.780000,1.960000,True,1
2/27/2022 11:00:00 AM,2/27/2022 6:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.79,42.850000,-0.340000,1.400000,True,1
2/27/2022 12:00:00 PM,2/27/2022 7:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,42.54,43.540000,-0.350000,1.350000,True,1
2/27/2022 1:00:00 PM,2/27/2022 8:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.46,41.870000,-0.820000,1.230000,True,1
2/27/2022 2:00:00 PM,2/27/2022 9:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.39,38.820000,-1.880000,1.310000,True,1
2/27/2022 3:00:00 PM,2/27/2022 10:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,40.22,42.250000,-0.040000,2.070000,True,1
2/27/2022 4:00:00 PM,2/27/2022 11:00:00 AM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.39,41.390000,-0.360000,2.360000,True,1
2/27/2022 5:00:00 PM,2/27/2022 12:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,37.22,37.750000,-1.590000,2.120000,True,1
2/27/2022 6:00:00 PM,2/27/2022 1:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,34.80,35.160000,-1.720000,2.080000,True,1
2/27/2022 7:00:00 PM,2/27/2022 2:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,32.81,33.260000,-1.500000,1.950000,True,1
2/27/2022 8:00:00 PM,2/27/2022 3:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,32.59,33.110000,-1.350000,1.870000,True,1
2/27/2022 9:00:00 PM,2/27/2022 4:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,34.59,34.390000,-1.560000,1.360000,True,1
2/27/2022 10:00:00 PM,2/27/2022 5:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,39.62,40.230000,-0.740000,1.350000,True,1
2/27/2022 11:00:00 PM,2/27/2022 6:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,52.89,53.670000,-0.460000,1.240000,True,1
2/28/2022 12:00:00 AM,2/27/2022 7:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,45.37,45.380000,-1.620000,1.630000,True,1
2/28/2022 1:00:00 AM,2/27/2022 8:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,42.85,42.730000,-1.760000,1.640000,True,1
2/28/2022 2:00:00 AM,2/27/2022 9:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.33,41.700000,-1.560000,1.930000,True,1
2/28/2022 3:00:00 AM,2/27/2022 10:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,41.52,43.000000,-0.190000,1.670000,True,1
2/28/2022 4:00:00 AM,2/27/2022 11:00:00 PM,49064,BERKS,69 KV,BUS_1,LOAD,PPL,40.53,41.700000,-0.510000,1.680000,True,1
2/27/2022 5:00:00 AM,2/27/2022 12:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.46,40.570000,-0.330000,1.440000,True,1
2/27/2022 6:00:00 AM,2/27/2022 1:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.49,40.970000,-0.200000,1.680000,True,1
2/27/2022 7:00:00 AM,2/27/2022 2:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.59,41.230000,-0.350000,1.990000,True,1
2/27/2022 8:00:00 AM,2/27/2022 3:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.83,41.440000,-0.720000,2.330000,True,1
2/27/2022 9:00:00 AM,2/27/2022 4:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.56,41.290000,-0.440000,2.170000,True,1
2/27/2022 10:00:00 AM,2/27/2022 5:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,41.19,42.370000,-0.780000,1.960000,True,1
2/27/2022 11:00:00 AM,2/27/2022 6:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,41.79,42.850000,-0.340000,1.400000,True,1
2/27/2022 12:00:00 PM,2/27/2022 7:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,42.54,43.540000,-0.350000,1.350000,True,1
2/27/2022 1:00:00 PM,2/27/2022 8:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,41.46,41.870000,-0.820000,1.230000,True,1
2/27/2022 2:00:00 PM,2/27/2022 9:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.39,38.820000,-1.880000,1.310000,True,1
2/27/2022 3:00:00 PM,2/27/2022 10:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,40.22,42.250000,-0.040000,2.070000,True,1
2/27/2022 4:00:00 PM,2/27/2022 11:00:00 AM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,39.39,41.390000,-0.360000,2.360000,True,1
2/27/2022 5:00:00 PM,2/27/2022 12:00:00 PM,49065,BERKS,69 KV,BUS_3,LOAD,PPL,37.22,37.750000,-1.590000,2.120000,True,1
